"benchmarkCompanyId","domainKey","company","targetDomain","machineIdentity","machinePrimaryBusiness","machineProductsServices","machineBusinessModel","machineIndustry","machineCommercialRole","machineWho","humanReviewAction","humanIdentity","humanCommercialRole","humanCommercialRoleConfidence","humanWho","humanWhoConfidence","humanGroundTruthStatus","humanReviewReason","reviewer","reviewedAt","goldVersion"
"8a4ac58f-98cd-4a27-b684-ac1bf81293cb","MANAGED_SOC","3LOCKS","","UNCERTAIN","Unknown","""Unknown""","Unknown","Unknown","UNKNOWN","INSUFFICIENT_DATA","MARK_AMBIGUOUS","UNCERTAIN","UNKNOWN","LOW","INSUFFICIENT_DATA","LOW","AMBIGUOUS","The target company cannot be uniquely identified from the available evidence. Multiple unrelated entities match the name and no reliable domain was available. Do not turn missing identity into a buyer/non-buyer classification.","Anil Gorraladaku","2026-09-02","JYRA_MARKET_QUALITY_GOLD_V1"
"5e4137f0-f1da-4877-b78c-330d77e4d58d","MANAGED_SOC","Barracuda SKOUT Managed XDR","barracuda.com","CORRECT","Cybersecurity solutions and managed services.","""Email protection, data protection, network protection, application protection, and Managed XDR (Extended Detection and Response) with a 24/7 SOC.""","B2B software and managed services, selling directly and through Managed Service Providers (MSPs).","Computer and Network Security, Technology","SELLER_COMPETITOR","LIKELY_NOT_FIT","APPROVE","CORRECT","SELLER_COMPETITOR","HIGH","LIKELY_NOT_FIT","HIGH","GROUND_TRUTH_CONFIRMED","Provides Managed XDR and a 24/7 SOC that directly overlaps Aadit's Managed SOC offering. Competitor relationship is decisive even though structural ICP dimensions may otherwise pass.","Anil Gorraladaku","2026-09-02","JYRA_MARKET_QUALITY_GOLD_V1"
"50ceadee-afc9-41a1-b7c7-f6334e213df8","MANAGED_SOC","CData Virtuality","","CORRECT","Data access, connectivity solutions, and data integration.","""Data connectors, CData Sync, Connect AI, API Server, and the Data Virtuality integration platform.""","B2B software and SaaS.","Application Software, Technology","POTENTIAL_BUYER","POSSIBLE_FIT","CORRECT","CORRECT","POTENTIAL_BUYER","HIGH","LIKELY_FIT","HIGH","GROUND_TRUTH_CONFIRMED","CData is a mid-sized B2B software/SaaS technology company in a target geography with substantial cloud/SaaS/data infrastructure and is structurally capable of purchasing Managed SOC. Missing explicit public evidence of ISO 27001, SOC 2, cyber-insurance, or active compliance requirements must not downgrade structural WHO fit. Compliance activity is primarily a WHEN/WHY indicator, not a mandatory prerequisite for WHO.","Anil Gorraladaku","2026-09-02","JYRA_MARKET_QUALITY_GOLD_V1"
"36e5aa54-997a-4281-95c7-460508f94e32","MANAGED_SOC","Critical Start","criticalstart.com","CORRECT","Managed Detection and Response (MDR) cybersecurity services.","""MDR services, Cyber Operations Risk & Response (CORR) platform, 24x7x365 SOC monitoring, incident response.""","B2B cybersecurity services.","Computer and Network Security","SELLER_COMPETITOR","LIKELY_NOT_FIT","APPROVE","CORRECT","SELLER_COMPETITOR","HIGH","LIKELY_NOT_FIT","HIGH","GROUND_TRUTH_CONFIRMED","Provides 24x7x365 MDR/SOC services directly competing with Aadit's Managed SOC offering.","Anil Gorraladaku","2026-09-02","JYRA_MARKET_QUALITY_GOLD_V1"
"8ef6a894-78e7-4276-94d5-3c14c64b7ee1","MANAGED_SOC","CyberOne","cyberone.security","CORRECT","Cybersecurity managed services and professional consulting.","""Managed eXtended Detection & Response (MXDR) as a Service, 24x7 Cyber Incident Response, Penetration Testing, CISO-as-a-Service.""","B2B cybersecurity services and Value-Added Reseller (VAR).","Cyber Security, Technology","SELLER_COMPETITOR","LIKELY_NOT_FIT","APPROVE","CORRECT","SELLER_COMPETITOR","HIGH","LIKELY_NOT_FIT","HIGH","GROUND_TRUTH_CONFIRMED","Provides 24x7 MXDR and operates a SOC, directly competing with Aadit's Managed SOC offering.","Anil Gorraladaku","2026-09-02","JYRA_MARKET_QUALITY_GOLD_V1"
"05939322-6f62-408e-af6a-307196598385","MANAGED_SOC","CySOC","cysocsecure.com","CORRECT","CySOC provides cybersecurity solutions, including a 24/7 Security Operations Center (SOC), Next Gen Firewall, data protection, and ransomware protection, primarily focused on small to medium-sized businesses.","[""Security Operations Center (SOC)"",""Next Gen Firewall"",""Data Protection Measures"",""Intrusion Prevention System (IPS)"",""Ransomware Protection""]","B2B Services","Computer and Network Security","SELLER_COMPETITOR","LIKELY_NOT_FIT","APPROVE","CORRECT","SELLER_COMPETITOR","HIGH","LIKELY_NOT_FIT","HIGH","GROUND_TRUTH_CONFIRMED","Provides a 24/7 SOC and managed cybersecurity services directly competing with Aadit's Managed SOC offering.","Anil Gorraladaku","2026-09-02","JYRA_MARKET_QUALITY_GOLD_V1"
"e963aa5d-4bf6-4fec-95cb-14ac65c85679","MANAGED_SOC","Ostra Security","ostrasecurity.com","CORRECT","Ostra Security provides Managed Security Services, Managed Detection and Response (MDR), Managed SIEM, and Endpoint Security.","[""Managed Security Services"",""Managed Detection and Response (MDR)"",""Penetration Testing Services"",""Endpoint Security"",""Managed SIEM""]","B2B Services","Cybersecurity","SELLER_COMPETITOR","LIKELY_NOT_FIT","APPROVE","CORRECT","SELLER_COMPETITOR","HIGH","LIKELY_NOT_FIT","HIGH","GROUND_TRUTH_CONFIRMED","Provides Managed Security Services, MDR and Managed SIEM that materially overlap Aadit's Managed SOC offering.","Anil Gorraladaku","2026-09-02","JYRA_MARKET_QUALITY_GOLD_V1"
"14f2dadb-6650-43bd-a930-cab49890f950","MANAGED_SOC","Pondurance","pondurance.com","CORRECT","Pondurance is a cybersecurity provider offering Managed Detection and Response (MDR), an AI-native SOC, Incident Response, and Managed SIEM.","[""Managed Detection & Response (MDR)"",""Incident Response"",""Manage Vulnerabilities"",""Managed SIEM"",""Advisory Services""]","B2B Services","Computer and Network Security","SELLER_COMPETITOR","LIKELY_NOT_FIT","APPROVE","CORRECT","SELLER_COMPETITOR","HIGH","LIKELY_NOT_FIT","HIGH","GROUND_TRUTH_CONFIRMED","Provides MDR and a 24/7 SOC directly competing with Aadit's Managed SOC offering.","Anil Gorraladaku","2026-09-02","JYRA_MARKET_QUALITY_GOLD_V1"
"8cec0d59-cbec-4285-a830-52fc38523bbf","MANAGED_SOC","SOCFortress","socfortress.co","CORRECT","SOCFortress is a SaaS company that unifies Observability, Security Monitoring, Threat Intelligence, and SOAR, offering SOC as a Service for MSPs and MSSPs.","[""SOC as a Service"",""SIEM Deployment"",""Observability"",""Security Logs & Events"",""SOAR""]","B2B SaaS / Services","SaaS / Cybersecurity","SELLER_COMPETITOR","LIKELY_NOT_FIT","APPROVE","CORRECT","SELLER_COMPETITOR","HIGH","LIKELY_NOT_FIT","HIGH","GROUND_TRUTH_CONFIRMED","Provides SOC as a Service and SIEM services directly competing with Aadit's Managed SOC offering. Unknown geography does not override the decisive competitor classification.","Anil Gorraladaku","2026-09-02","JYRA_MARKET_QUALITY_GOLD_V1"
"bef79acd-a69f-40a9-8488-d46a03ae3710","MANAGED_SOC","Socura","socura.co.uk","CORRECT","Socura is a Managed Detection and Response (MDR) provider offering 24/7 SOC services to identify and stop cyber attacks.","[""Managed Detection and Response (MDR)"",""24/7 Threat Detection and Containment"",""Threat Hunting"",""Incident Management""]","B2B Services","Cybersecurity","SELLER_COMPETITOR","LIKELY_NOT_FIT","APPROVE","CORRECT","SELLER_COMPETITOR","HIGH","LIKELY_NOT_FIT","HIGH","GROUND_TRUTH_CONFIRMED","Provides MDR and 24/7 SOC services directly competing with Aadit's Managed SOC offering.","Anil Gorraladaku","2026-09-02","JYRA_MARKET_QUALITY_GOLD_V1"
